Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000274290	p22.2	6	26172059	26184655	HIST1H2BE
ENSG00000196866	p22.2	6	26198851	26199243	HIST1H2AD
ENSG00000158373	p22.2	6	26158146	26171349	HIST1H2BD
ENSG00000197409	p22.2	6	26196840	26197250	HIST1H3D
ENSG00000277224	p22.2	6	26199520	26200715	HIST1H2BF
ENSG00000137225	p21.1	6	44158811	44184401	CAPN11
ENSG00000276966	p22.2	6	26204552	26206038	HIST1H4E
ENSG00000152034	q16.2	6	99919910	99994247	MCHR2
ENSG00000197977	p24.2	6	10980759	11044305	ELOVL2
ENSG00000273802	p22.2	6	26215159	26216692	HIST1H2BG
ENSG00000244476	p24.2	6	11102489	11111725	ERVFRD-1
ENSG00000224531	p24.2	6	11093834	11138733	SMIM13
ENSG00000262179	p21.1	6	44216926	44218234	MYMX
ENSG00000277075	p22.2	6	26216975	26217483	HIST1H2AE
ENSG00000274750	p22.2	6	26224199	26227473	HIST1H3E
ENSG00000118495	q24.2	6	143940300	144064599	PLAGL1
ENSG00000124575	p22.2	6	26234268	26234933	HIST1H1D
ENSG00000274618	p22.2	6	26240426	26240737	HIST1H4F
ENSG00000111859	p24.2	6	11183298	11382348	NEDD9
ENSG00000275663	p22.2	6	26246681	26246977	HIST1H4G
ENSG00000277775	p22.2	6	26250195	26250605	HIST1H3F
ENSG00000275713	p22.2	6	26251651	26253710	HIST1H2BH
ENSG00000273983	p22.2	6	26269405	26271815	HIST1H3G
ENSG00000278588	p22.2	6	26272976	26273356	HIST1H2BI
ENSG00000158406	p22.2	6	26277609	26285638	HIST1H4H
ENSG00000203909	q13	6	73353063	73354276	DPPA5
ENSG00000203908	q13	6	73362658	73364171	KHDC3L
ENSG00000164430	q13	6	73413515	73452297	CGAS
ENSG00000080007	q13	6	73394828	73417566	DDX43
ENSG00000203907	q13	6	73368555	73395133	OOEP
ENSG00000124535	p25.2	6	2765393	2786952	WRNIP1
ENSG00000204439	p21.33	6	31658298	31660778	C6orf47
ENSG00000146263	q16.1	6	97142161	97283217	MMS22L
ENSG00000124613	p22.1	6	27374615	27403904	ZNF391
ENSG00000169976	q24.2	6	144094884	144095573	SF3B5
ENSG00000135604	q24.2	6	144150517	144191939	STX11
ENSG00000085377	q21	6	105273220	105454062	PREP
ENSG00000112077	p12.3	6	49605158	49636884	RHAG
ENSG00000021355	p25.2	6	2832332	2841959	SERPINB1
ENSG00000112246	q16.3	6	100385015	100464929	SIM1
ENSG00000096654	p22.1	6	27450743	27473118	ZNF184
ENSG00000205269	p24.2	6	11537749	11583524	TMEM170B
ENSG00000001084	p12.1	6	53497341	53616970	GCLC
ENSG00000170542	p25.2	6	2887270	2903309	SERPINB9
ENSG00000124490	p12.3	6	49692358	49713590	CRISP2
ENSG00000057663	q21	6	106045423	106325791	ATG5
ENSG00000204435	p21.33	6	31665236	31670343	CSNK2B
ENSG00000124743	p12.1	6	53647916	53665756	KLHL31
ENSG00000137269	p12.1	6	53794497	53924125	LRRC1
ENSG00000240053	p21.33	6	31670167	31673776	LY6G5B
ENSG00000057657	q21	6	105993463	106109939	PRDM1
ENSG00000204438	p21.33	6	31661228	31666283	GPANK1
ENSG00000263020	p21.33	6	31666102	31673546	
ENSG00000111863	p24.1	6	11712054	11807046	ADTRP
ENSG00000135297	q13	6	73461578	73509236	MTO1
ENSG00000096006	p12.3	6	49727384	49744437	CRISP3
ENSG00000124659	p21.1	6	42744498	42746103	TBCC
ENSG00000170950	p12.3	6	49785660	49787285	PGK2
ENSG00000118515	q23.2	6	134169246	134318112	SGK1
ENSG00000112624	p21.1	6	42746958	42868560	BICRAL
ENSG00000095951	p24.1	6	12008762	12164999	HIVEP1
ENSG00000204655	p22.1	6	29657002	29672372	MOG
ENSG00000078401	p24.1	6	12290361	12297194	EDN1
ENSG00000185250	q21	6	109390215	109441171	PPIL6
ENSG00000112759	p21.1	6	44219505	44234151	SLC29A1
ENSG00000213079	q25.2	6	154733325	154834244	SCAF8
ENSG00000135587	q21	6	109440724	109443919	SMPD2
ENSG00000146426	q25.2	6	154832697	155257723	TIAM2
ENSG00000124812	p12.3	6	49834257	49877096	CRISP1
ENSG00000112130	p21.2	6	37353979	37394734	RNF8
ENSG00000124541	p21.1	6	43021623	43034156	RRP36
ENSG00000214643	p12.3	6	49946021	49950265	DEFB133
ENSG00000177684	p12.3	6	49960249	49964164	DEFB114
ENSG00000214642	p12.3	6	49968677	49969625	DEFB113
ENSG00000029639	q25.3	6	155256134	155314493	TFB1M
ENSG00000171217	q25.3	6	155264013	155276548	CLDN20
ENSG00000168830	q14.3	6	86937528	87016679	HTR1E
ENSG00000137200	p21.2	6	37433219	37482827	CMTR1
ENSG00000172179	p22.3	6	22287244	22302826	PRL
ENSG00000112273	p22.3	6	22569566	22571666	HDGFL1
ENSG00000243649	p21.33	6	31945650	31952084	CFB
ENSG00000204366	p21.33	6	31899613	31902086	ZBTB12
ENSG00000166278	p21.33	6	31897785	31945672	C2
ENSG00000135346	q14.3	6	87085498	87095406	CGA
ENSG00000204428	p21.33	6	31676684	31684040	LY6G5C
ENSG00000188994	q14.3	6	87152833	87265943	ZNF292
ENSG00000146147	p12.1	6	53929982	54266280	MLIP
ENSG00000203970	p12.3	6	50009138	50021994	DEFB110
ENSG00000180872	p12.3	6	50042144	50049874	DEFB112
ENSG00000008197	p12.3	6	50713828	50772988	TFAP2D
ENSG00000146223	p21.1	6	42879616	42889925	RPL7L1
ENSG00000008196	p12.3	6	50818723	50847619	TFAP2B
ENSG00000184486	q16.1	6	98834574	98839458	POU3F2
ENSG00000112651	p21.1	6	43054029	43059438	MRPL2
ENSG00000112234	q16.2	6	98868535	98948006	FBXL4
ENSG00000204644	p22.1	6	29672392	29681110	ZFP57
ENSG00000112297	q21	6	106360808	106571978	CRYBG1
ENSG00000145979	p24.1	6	13266542	13328583	TBC1D7
ENSG00000130347	q21	6	106570771	106629498	RTN4IP1
ENSG00000137171	p21.1	6	43040777	43075095	KLC4
ENSG00000112137	p24.1	6	12716805	13290484	PHACTR1
ENSG00000203872	q15	6	87344813	87365463	C6orf163
ENSG00000111850	q15	6	87322583	87399749	SMIM8
ENSG00000198937	p21.2	6	37482938	37499893	CCDC167
ENSG00000164411	q15	6	87282980	87329278	GJB7
ENSG00000155111	q21	6	110609978	110815958	CDK19
ENSG00000146267	q16.2	6	99271168	99350062	FAXC
ENSG00000224389	p21.33	6	32014795	32035418	C4B
ENSG00000112249	q16.3	6	100508194	100881372	ASCC3
ENSG00000204642	p22.1	6	29722775	29738528	HLA-F
ENSG00000170927	p12.2	6	51615299	52087613	PKHD1
ENSG00000221821	p21.1	6	42890265	42890821	C6orf226
ENSG00000204427	p21.33	6	31686955	31703356	ABHD16A
ENSG00000112062	p21.31	6	36027677	36111236	MAPK14
ENSG00000044090	p21.1	6	43037617	43053945	CUL7
ENSG00000132423	q16.2	6	99369401	99394195	COQ3
ENSG00000130348	q21	6	106629578	106668417	QRSL1
ENSG00000250641	p21.33	6	31706904	31717918	
ENSG00000255552	p21.33	6	31711771	31714065	LY6G6E
ENSG00000244355	p21.33	6	31715356	31717804	LY6G6D
ENSG00000204424	p21.33	6	31706885	31710595	LY6G6F
ENSG00000171611	p21.1	6	42915989	42925835	PTCRA
ENSG00000164414	q15	6	87470623	87512336	SLC35A1
ENSG00000137251	p12.1	6	54307859	54390142	TINAG
ENSG00000272514	q15	6	87407972	87464465	CFAP206
ENSG00000137161	p21.1	6	42929192	42939294	CNPY3
ENSG00000131013	q25.1	6	149504495	149546043	PPIL4
ENSG00000213676	p21.32	6	32115264	32128253	ATF6B
ENSG00000231852	p21.33	6	32038327	32041644	CYP21A2
ENSG00000168143	p12.1	6	54846771	54945099	FAM83B
ENSG00000096384	p21.1	6	44246166	44253888	HSP90AB1
ENSG00000055211	q25.1	6	149566294	149591748	GINM1
ENSG00000137252	p12.1	6	55106460	55282620	HCRTR2
ENSG00000168477	p21.32	6	32041153	32115334	TNXB
ENSG00000204248	p21.32	6	33162681	33192499	COL11A2
ENSG00000187871	p12.1	6	55327469	55402493	GFRAL
ENSG00000272398	q21	6	106969831	106975627	CD24
ENSG00000123505	q21	6	110874770	110898879	AMD1
ENSG00000130349	q21	6	107028199	107051586	MTRES1
ENSG00000178409	q21	6	107065182	107115269	BEND3
ENSG00000170734	p21.1	6	43576150	43615660	POLH
ENSG00000204231	p21.32	6	33193588	33200688	RXRB
ENSG00000172432	p21.1	6	43605316	43629264	GTPBP2
ENSG00000112473	p21.32	6	33200445	33204439	SLC39A7
ENSG00000132424	q16.2	6	99398050	99425331	PNISR
ENSG00000164494	q21	6	107152562	107459564	PDSS2
ENSG00000123552	q16.2	6	99432379	99521728	USP45
ENSG00000112139	p21.2	6	37630679	37699306	MDGA1
ENSG00000152954	p22.3	6	24126186	24154900	NRSN1
ENSG00000279170	q16.2	6	99520693	99589899	TSTD3
ENSG00000112237	q16.2	6	99542387	99568825	CCNC
ENSG00000204632	p22.1	6	29826967	29831125	HLA-G
ENSG00000146038	p22.3	6	24171755	24358059	DCDC2
ENSG00000146049	p22.3	6	24356903	24358285	KAAG1
ENSG00000112320	q21	6	107490106	107661306	SOBP
ENSG00000206503	p22.1	6	29941260	29945884	HLA-A
ENSG00000124587	p21.1	6	42963865	42979181	PEX6
ENSG00000157593	p21.1	6	44254096	44257890	SLC35B2
ENSG00000186625	q25.1	6	149594873	149648972	KATNA1
ENSG00000124713	p21.1	6	42960754	42963880	GNMT
ENSG00000155115	q21	6	110958706	110967890	GTF3C6
ENSG00000146232	p21.1	6	44258166	44265788	NFKBIE
ENSG00000204580	p21.33	6	30876421	30900156	DDR1
ENSG00000178233	p21.1	6	44270450	44307506	TMEM151B
ENSG00000124608	p21.1	6	44298731	44313347	AARS2
ENSG00000066379	p22.1	6	30058899	30064909	ZNRD1
ENSG00000249481	p21.1	6	44342660	44377167	SPATS1
ENSG00000146221	p21.1	6	44278734	44297698	TCTE1
ENSG00000146285	q21	6	107702154	107824317	SCML4
ENSG00000146282	q15	6	87513938	87589987	RARS2
ENSG00000204228	p21.32	6	33204655	33206831	HSD17B8
ENSG00000131023	q25.1	6	149658153	149718105	LATS1
ENSG00000118514	q23.3	6	134917393	134950115	ALDH8A1
ENSG00000156711	p21.31	6	36127809	36144524	MAPK13
ENSG00000197498	q21	6	110982015	111028263	RPF2
ENSG00000204420	p21.33	6	31718594	31726714	MPIG6B
ENSG00000204421	p21.33	6	31718648	31721746	LY6G6C
ENSG00000156639	p21.2	6	37819727	38154624	ZFAND3
ENSG00000025796	q21	6	107867756	107958208	SEC63
ENSG00000120256	q25.1	6	149818757	149864359	LRP11
ENSG00000112294	p22.3	6	24494867	24537207	ALDH5A1
ENSG00000120265	q25.1	6	149749443	149811420	PCMT1
ENSG00000096070	p21.31	6	36196744	36232790	BRPF3
ENSG00000124532	p22.3	6	24402908	24426194	MRS2
ENSG00000135596	q21	6	109444062	109465968	MICAL1
ENSG00000135525	q23.3	6	136342281	136550819	MAP7
ENSG00000164520	q25.1	6	149883375	149898102	RAET1E
ENSG00000120253	q25.1	6	149724315	149749665	NUP43
ENSG00000112293	p22.3	6	24424565	24495205	GPLD1
ENSG00000203722	q25.1	6	149916878	149923121	RAET1G
ENSG00000112394	q21	6	111087503	111231194	SLC16A10
ENSG00000135336	q15	6	87590067	87667453	ORC3
ENSG00000183826	p21.2	6	38168451	38640148	BTBD9
ENSG00000112365	q21	6	109462594	109483237	ZBTB24
ENSG00000081087	q21	6	108041409	108165854	OSTM1
ENSG00000204227	p21.32	6	33208500	33212722	RING1
ENSG00000173214	q21	6	111259279	111445354	MFSD4B
ENSG00000161911	p21.1	6	41149342	41154337	TREML1
ENSG00000009413	q21	6	111299028	111483715	REV3L
ENSG00000197442	q23.3	6	136557046	136792477	MAP3K5
ENSG00000095970	p21.1	6	41158506	41163186	TREM2
ENSG00000056972	q21	6	111555381	111606906	TRAF3IP2
ENSG00000153303	q27	6	168053166	168101511	FRMD1
ENSG00000124767	p21.2	6	38675925	38703145	GLO1
ENSG00000135334	q15	6	87674860	87702233	AKIRIN2
ENSG00000112357	q23.3	6	136822564	136913934	PEX7
ENSG00000118434	q15	6	88047841	88066838	SPACA1
ENSG00000180316	p21.31	6	36243203	36312229	PNPLA1
ENSG00000118432	q15	6	88139864	88166359	CNR1
ENSG00000112195	p21.1	6	41189749	41201149	TREML2
ENSG00000112333	q21	6	108166058	108188809	NR2E1
ENSG00000182747	q23.3	6	136922301	136925660	SLC35D3
ENSG00000189325	p21.31	6	36315761	36336888	BNIP5
ENSG00000146151	p12.1	6	55434369	55579214	HMGCLL1
ENSG00000016402	q23.3	6	136999971	137045180	IL20RA
ENSG00000112339	q23.3	6	134960378	135103056	HBS1L
ENSG00000111880	q15	6	88609897	88963618	RNGTT
ENSG00000231500	p21.32	6	33272075	33276511	RPS18
ENSG00000223501	p21.32	6	33250272	33272047	VPS52
ENSG00000112335	q21	6	108211222	108261246	SNX3
ENSG00000179165	p21.31	6	36390551	36442854	PXT1
ENSG00000010030	p21.31	6	36354091	36387800	ETV7
ENSG00000112078	p21.31	6	36442767	36491143	KCTD20
ENSG00000188056	p21.1	6	41228339	41238882	TREML4
ENSG00000155085	q21	6	109492856	109691217	AK9
ENSG00000164485	q23.3	6	137143820	137173648	IL22RA2
ENSG00000164488	q27	6	168292830	168319777	DACT2
ENSG00000198670	q26	6	160531483	160664259	LPA
ENSG00000112175	p12.1	6	55753653	55875590	BMP5
ENSG00000137261	p22.3	6	24544104	24646191	KIAA0319
ENSG00000112079	p21.31	6	36493892	36547479	STK38
ENSG00000146278	q15	6	89080751	89085160	PNRC1
ENSG00000111802	p22.3	6	24649979	24666930	TDP2
ENSG00000154548	q15	6	89095959	89118071	SRSF12
ENSG00000164418	q16.3	6	101181257	102070083	GRIK2
ENSG00000112562	q27	6	168441151	168673445	SMOC2
ENSG00000112081	p21.31	6	36594353	36605600	SRSF3
ENSG00000074771	q25.3	6	155395368	155455839	NOX3
ENSG00000146281	q15	6	89146055	89165565	PM20D2
ENSG00000146276	q15	6	89177501	89231278	GABRR1
ENSG00000112304	p22.3	6	24667035	24705065	ACOT13
ENSG00000112308	p22.3	6	24704861	24719998	C6orf62
ENSG00000111886	q15	6	89254464	89315299	GABRR2
ENSG00000198833	q15	6	89326625	89352722	UBE2J1
ENSG00000135537	q21	6	108294991	108526796	AFG1L
ENSG00000124721	p21.2	6	38715311	39030792	DNAH8
ENSG00000156508	q13	6	73515750	73523797	EEF1A1
ENSG00000186340	q27	6	169215780	169254044	THBS2
ENSG00000025039	q15	6	89364616	89412273	RRAGD
ENSG00000124762	p21.2	6	36676460	36687339	CDKN1A
ENSG00000204315	p21.32	6	32128707	32130288	FKBPL
ENSG00000124749	p12.1	6	56056590	56394094	COL21A1
ENSG00000204618	p22.1	6	30070266	30075887	RNF39
ENSG00000204619	p22.1	6	30066709	30070333	PPP1R11
ENSG00000118689	q21	6	108559835	108684774	FOXO3
ENSG00000112312	p22.3	6	24774931	24786099	GMNN
ENSG00000124731	p21.1	6	41267926	41286682	TREM1
ENSG00000285085	p21.32	6	32150495	32154373	
ENSG00000241404	p21.32	6	32164595	32168281	EGFL8
ENSG00000255587	p21.2	6	36697826	36733184	RAB44
ENSG00000258388	p21.32	6	32153845	32171978	PPT2-EGFL8
ENSG00000204616	p22.1	6	30102897	30113090	TRIM31
ENSG00000260286	p22.3	6	24797335	24798917	ARMH2
ENSG00000111913	p22.3	6	24804282	25042170	RIPOR2
ENSG00000204314	p21.32	6	32148359	32153083	PRRT1
ENSG00000221988	p21.32	6	32153441	32163678	PPT2
ENSG00000204310	p21.32	6	32168212	32178096	AGPAT1
ENSG00000119899	q13	6	73593379	73653992	SLC17A5
ENSG00000124772	p21.2	6	36740775	36839444	CPNE5
ENSG00000156535	q13	6	73695785	73828316	CD109
ENSG00000184465	q27	6	169457212	169702067	WDR27
ENSG00000204614	p22.1	6	30136124	30148735	TRIM40
ENSG00000112164	p21.2	6	39048781	39091303	GLP1R
ENSG00000198663	p21.2	6	36871870	36928964	C6orf89
ENSG00000122194	q26	6	160702238	160753315	PLG
ENSG00000137168	p21.2	6	36854827	36874803	PPIL1
ENSG00000085511	q26	6	160991727	161117385	MAP3K4
ENSG00000112167	p21.2	6	39104063	39115186	SAYSD1
ENSG00000164626	p21.2	6	39188971	39229475	KCNK5
ENSG00000204613	p22.1	6	30151943	30161211	TRIM10
ENSG00000124780	p21.2	6	39299001	39314461	KCNK17
ENSG00000164530	p21.2	6	36948263	36964837	PI16
ENSG00000096264	p21.1	6	41335608	41350889	NCR2
ENSG00000135299	q15	6	89433152	89633834	ANKRD6
ENSG00000131015	q25.1	6	149942014	149949235	ULBP2
ENSG00000111981	q25.1	6	149963943	149973715	ULBP1
ENSG00000145990	p23	6	13357830	13487662	GFOD1
ENSG00000083099	q15	6	89568144	89638749	LYRM2
ENSG00000185127	q27	6	169702190	169704856	C6orf120
ENSG00000130024	q27	6	169703902	169725566	PHF10
ENSG00000095981	p21.2	6	39314698	39322968	KCNK16
ENSG00000204610	p22.1	6	30163206	30172693	TRIM15
ENSG00000184786	q27	6	169740109	169751587	TCTE3
ENSG00000137166	p21.1	6	41546426	41602384	FOXP4
ENSG00000027697	q23.3	6	137197484	137219449	IFNGR1
ENSG00000155918	q25.1	6	150018334	150025532	RAET1L
ENSG00000177468	q23.3	6	137492199	137494394	OLIG3
ENSG00000137409	p21.2	6	36968141	36986298	MTCH1
ENSG00000131019	q25.1	6	150061053	150069121	ULBP3
ENSG00000130023	q27	6	169751622	169781600	ERMARD
ENSG00000049618	q25.3	6	156776020	157210779	ARID1B
ENSG00000118503	q23.3	6	137867214	137883312	TNFAIP3
ENSG00000198729	q25.1	6	150143044	150250392	PPP1R14C
ENSG00000112655	p21.1	6	43076307	43161719	PTK7
ENSG00000164627	p21.2	6	39329990	39725408	KIF6
ENSG00000009765	q25.1	6	150368892	150405969	IYD
ENSG00000124523	p23	6	13574529	13615158	SIRT5
ENSG00000112378	q23.3	6	138088505	138107419	PERP
ENSG00000010017	p23	6	13621498	13711835	RANBP9
ENSG00000225921	p23	6	13615335	13632739	NOL7
ENSG00000120278	q25.1	6	150599883	150843665	PLEKHG1
ENSG00000112379	q23.3	6	138161939	138344663	ARFGEF3
ENSG00000254440	q23.3	6	138215986	138218491	PBOV1
ENSG00000262543	q24.1	6	138377905	138383075	SMIM28
ENSG00000051620	q24.1	6	138403531	138422197	HEBP2
ENSG00000124615	p21.2	6	39899578	39934551	MOCS1
ENSG00000135540	q24.1	6	138422043	138692571	NHSL1
ENSG00000146122	p21.2	6	39792298	39904877	DAAM2
ENSG00000050393	p23	6	13786557	13814568	MCUR1
ENSG00000180537	p23	6	13924446	13980310	RNF182
ENSG00000198719	q27	6	170282206	170306565	DLL1
ENSG00000112584	q27	6	170290703	170407065	FAM120B
ENSG00000112149	p23	6	14117256	14136918	CD83
ENSG00000237441	p21.32	6	33291654	33298942	RGL2
ENSG00000235863	p21.32	6	33277123	33284832	B3GALT4
ENSG00000227057	p21.32	6	33279108	33289247	WDR46
ENSG00000204220	p21.32	6	33289302	33298401	PFDN6
ENSG00000112159	q15	6	89642498	89819794	MDN1
ENSG00000008083	p22.3	6	15246069	15522042	JARID2
ENSG00000279968	q24.1	6	138725211	138773652	GVQW2
ENSG00000024862	q24.1	6	138773509	138793319	CCDC28A
ENSG00000047579	p22.3	6	15522801	15663058	DTNBP1
ENSG00000112658	p21.1	6	43171269	43181506	SRF
ENSG00000135597	q24.1	6	138903493	138988261	REPS1
ENSG00000118412	q15	6	89829894	89874436	CASP8AP2
ENSG00000007944	p22.3	6	16129086	16148248	MYLIP
ENSG00000203734	q24.1	6	138795926	138904070	ECT2L
ENSG00000010810	q21	6	111660332	111873452	FYN
ENSG00000215712	q25.3	6	157289386	157323601	TMEM242
ENSG00000008018	q27	6	170535120	170553307	PSMB1
ENSG00000137198	p22.3	6	16238587	16295549	GMPR
ENSG00000124788	p22.3	6	16299112	16761491	ATXN1
ENSG00000112659	p21.1	6	43182184	43224587	CUL9
ENSG00000112592	q27	6	170554302	170572870	TBP
ENSG00000135355	q15	6	89894469	89921760	GJA10
ENSG00000175048	q25.3	6	157381133	157678157	ZDHHC14
ENSG00000230873	p22.3	6	17102258	17131372	STMND1
ENSG00000112183	p22.3	6	17281361	17293871	RBM24
ENSG00000146192	p21.2	6	37005646	37029069	FGD2
ENSG00000026652	q26	6	161129967	161274061	AGPAT4
ENSG00000130340	q25.3	6	157700387	157945077	SNX9
ENSG00000112530	q26	6	162727132	163315492	PACRG
ENSG00000071994	q27	6	170575295	170584692	PDCD2
ENSG00000185345	q26	6	161347417	162727771	PRKN
ENSG00000112667	p21.1	6	43225629	43229484	DNPH1
ENSG00000112367	q21	6	109691312	109825428	FIG4
ENSG00000231925	p21.32	6	33299694	33314387	TAPBP
ENSG00000236104	p21.32	6	33314406	33317942	ZBTB22
ENSG00000085382	q16.3	6	104728094	104859919	HACE1
ENSG00000137193	p21.2	6	37170152	37175428	PIM1
ENSG00000120254	q25.1	6	150865549	151101887	MTHFD1L
ENSG00000065491	p21.2	6	37257772	37332970	TBC1D22B
ENSG00000286105	p21.2	6	37212181	37257637	
ENSG00000172738	p21.2	6	37212178	37258155	TMEM217
ENSG00000112186	p22.3	6	17393505	17557790	CAP2
ENSG00000204209	p21.32	6	33318558	33323016	DAXX
ENSG00000286920	p21.32	6	33323625	33329269	
ENSG00000285064	p21.32	6	33321386	33329286	SMIM40
ENSG00000146386	q24.1	6	139028745	139043302	ABRACL
ENSG00000164440	q24.1	6	139240061	139291998	TXLNB
ENSG00000112406	q24.1	6	139135080	139180802	HECA
ENSG00000164442	q24.1	6	139371807	139374648	CITED2
ENSG00000237649	p21.32	6	33391823	33409896	KIFC1
ENSG00000146360	q21	6	109978256	109980718	GPR6
ENSG00000078269	q25.3	6	157981863	158099176	SYNJ2
ENSG00000118513	q23.3	6	135181308	135219173	MYB
ENSG00000131016	q25.1	6	151239967	151358559	AKAP12
ENSG00000181472	q25.1	6	151364115	151391559	ZBTB2
ENSG00000155906	q25.1	6	151404762	151452158	RMND1
ENSG00000112531	q26	6	163414000	163578592	QKI
ENSG00000146476	q25.1	6	151452258	151470101	ARMT1
ENSG00000112511	p21.32	6	33410399	33416453	PHF1
ENSG00000112514	p21.32	6	33416442	33418317	CUTA
ENSG00000120262	q25.1	6	151494017	151621193	CCDC170
ENSG00000122335	q25.3	6	158109519	158168280	SERAC1
ENSG00000272047	q25.3	6	158168350	158199344	GTF2H5
ENSG00000130338	q25.3	6	158232236	158511828	TULP4
ENSG00000131018	q25.2	6	152121684	152637801	SYNE1
ENSG00000091831	q25.1	6	151656691	152129619	ESR1
ENSG00000124733	p21.1	6	43011143	43016868	MEA1
ENSG00000112640	p21.1	6	42984553	43012342	PPP2R5D
ENSG00000197283	p21.32	6	33419661	33453689	SYNGAP1
ENSG00000213588	p21.32	6	33453970	33457544	ZBTB9
ENSG00000187772	q16.3	6	104936616	105083332	LIN28B
ENSG00000112290	q21	6	110099819	110180004	WASF1
ENSG00000132429	q21	6	105157900	105180014	POPDC3
ENSG00000112276	q21	6	105096822	105137157	BVES
ENSG00000205085	q32.1	7	128672288	128687872	FAM71F2
ENSG00000013374	q36.1	7	151341699	151378449	NUB1
ENSG00000187260	q36.1	7	151375909	151410727	WDR86
ENSG00000033100	q36.1	7	151232489	151238827	CHPF2
ENSG00000082014	q36.1	7	151238764	151277896	SMARCD3
ENSG00000165055	q32.1	7	128476729	128506602	METTL2B
ENSG00000135245	q32.1	7	128455849	128458418	HILPDA
ENSG00000106460	p21.3	7	12211270	12243367	TMEM106B
ENSG00000086288	p14.1	7	37848597	37900397	NME8
ENSG00000106483	p14.1	7	37905932	38025695	SFRP4
ENSG00000086289	p14.1	7	37683843	37951936	EPDR1
ENSG00000187037	p14.1	7	37683796	37833788	GPR141
ENSG00000122550	p15.3	7	23105758	23177914	KLHL7
ENSG00000146530	p21.3	7	12330885	12403941	VWDE
ENSG00000180347	p14.3	7	31514071	31658720	ITPRID1
ENSG00000077800	q11.23	7	73328161	73358637	FKBP6
ENSG00000106341	p14.3	7	31687215	31708455	PPP1R17
ENSG00000127946	q11.23	7	75533298	75738962	HIP1
ENSG00000188763	q11.23	7	73433778	73436120	FZD9
ENSG00000105963	p22.3	7	897900	955407	ADAP1
ENSG00000177706	p22.3	7	192571	260772	FAM20C
ENSG00000240230	p22.3	7	898778	975549	COX19
ENSG00000009954	q11.23	7	73440406	73522293	BAZ1B
ENSG00000211725	q34	7	142482548	142483019	TRBV5-5
ENSG00000253188	q34	7	142487863	142488295	TRBV6-7
ENSG00000211727	q34	7	142492132	142492673	TRBV7-6
ENSG00000211728	q34	7	142500028	142500534	TRBV5-6
ENSG00000253534	q34	7	142507382	142507810	TRBV6-8
ENSG00000253291	q34	7	142511626	142512127	TRBV7-7
ENSG00000211731	q34	7	142520090	142520556	TRBV5-7
ENSG00000278030	q34	7	142529290	142529762	TRBV7-9
ENSG00000276405	q34	7	142535809	142536292	TRBV13
ENSG00000275791	q34	7	142544212	142544685	TRBV10-3
ENSG00000276597	q34	7	142554836	142555318	TRBV11-3
ENSG00000274752	q34	7	142560423	142560931	TRBV12-3
ENSG00000276953	q34	7	142563740	142564245	TRBV12-4
ENSG00000275158	q34	7	142580917	142581427	TRBV12-5
ENSG00000275743	q34	7	142587868	142588359	TRBV14
ENSG00000276819	q34	7	142592928	142593473	TRBV15
ENSG00000275243	q34	7	142598016	142598469	TRBV16
ENSG00000277880	q34	7	142601628	142602360	TRBV17
ENSG00000205277	q22.1	7	100969623	101018949	MUC12
ENSG00000075213	q21.11	7	83955777	84492724	SEMA3A
ENSG00000186591	q32.2	7	129830732	129952960	UBE2H
ENSG00000173041	q11.21	7	64519878	64563075	ZNF680
ENSG00000006747	p21.3	7	12570577	12660182	SCIN
ENSG00000127377	q36.1	7	151428835	151440813	CRYGN
ENSG00000166924	q22.1	7	100483927	100494802	NYAP1
ENSG00000105810	q21.2	7	92604921	92836594	CDK6
ENSG00000146858	q34	7	139025706	139036042	ZC3HAV1L
ENSG00000260097	q22.1	7	102345746	102356444	SPDYE6
ENSG00000253293	p15.2	7	27170592	27180261	HOXA10
ENSG00000197461	p22.3	7	497258	520296	PDGFA
ENSG00000205413	q21.2	7	93099513	93118023	SAMD9
ENSG00000128563	q22.1	7	102363872	102426676	PRKRIP1
ENSG00000078399	p15.2	7	27162438	27175180	HOXA9
ENSG00000105939	q34	7	139043515	139109720	ZC3HAV1
ENSG00000177409	q21.2	7	93130056	93148385	SAMD9L
ENSG00000122644	p21.3	7	12686856	12690958	ARL4A
