Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000156475	protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]	5	146581146	147084784	PPP2R2B
ENSG00000164292	Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]	5	95713522	95824383	RHOBTB3
ENSG00000177932	zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]	5	179060373	179083977	ZNF354C
ENSG00000173221	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	5	95751319	95822726	GLRX
ENSG00000168621	glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]	5	37812677	37840041	GDNF
ENSG00000087116	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]	5	179110853	179345461	ADAMTS2
ENSG00000164591	myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]	5	150660874	150679365	MYOZ3
ENSG00000151292	casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]	5	123512099	123617045	CSNK1G3
ENSG00000113396	solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000]	5	128538013	129033642	SLC27A6
ENSG00000138829	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	5	128257909	128659185	FBN2
ENSG00000123643	solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]	5	151437046	151492379	SLC36A1
ENSG00000039123	Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]	5	55307989	55425579	MTREX
ENSG00000067113	phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]	5	55424854	55534969	PLPP1
ENSG00000132915	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]	5	149857953	149944793	PDE6A
ENSG00000176783	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]	5	179550554	179610012	RUFY1
ENSG00000086570	FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:HGNC:3596]	5	151504093	151568944	FAT2
ENSG00000086589	RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]	5	150690792	150701077	RBM22
ENSG00000175426	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743]	5	96390333	96434143	PCSK1
ENSG00000113140	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	5	151661096	151686975	SPARC
ENSG00000164307	endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:18173]	5	96760810	96808100	ERAP1
ENSG00000118985	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]	5	95885098	95961851	ELL2
ENSG00000153113	calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]	5	96525267	96779595	CAST
ENSG00000152348	autophagy related 10 [Source:HGNC Symbol;Acc:HGNC:20315]	5	81972023	82276857	ATG10
ENSG00000186468	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	5	82273320	82278396	RPS23
ENSG00000177556	antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]	5	151742316	151772532	ATOX1
ENSG00000145907	G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]	5	151771045	151812785	G3BP1
ENSG00000178175	zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]	5	72439903	72507410	ZNF366
ENSG00000168916	zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]	5	124636913	124748807	ZNF608
ENSG00000145911	NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]	5	178113532	178126081	N4BP3
ENSG00000169302	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]	5	147234963	147387855	STK32A
ENSG00000134982	APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]	5	112707498	112846239	APC
ENSG00000145916	required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181]	5	178130996	178150568	RMND5B
ENSG00000145912	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	5	178149460	178153967	NHP2
ENSG00000258864	novel protein	5	112827213	112867582	
ENSG00000129625	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]	5	112876385	112922289	REEP5
ENSG00000083312	transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]	5	72816312	72916733	TNPO1
ENSG00000164296	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	5	149993118	150000654	TIGD6
ENSG00000113657	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	5	147390808	147510068	DPYSL3
ENSG00000113716	HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]	5	150000046	150053142	HMGXB3
ENSG00000153037	signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]	5	112861188	112898371	SRP19
ENSG00000155324	GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]	5	126360132	126496494	GRAMD2B
ENSG00000155850	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	5	149960737	149993455	SLC26A2
ENSG00000182578	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	5	150053291	150113372	CSF1R
ENSG00000176049	janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]	5	147585438	147782775	JAKMIP2
ENSG00000177058	solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]	5	55625845	55773194	SLC38A9
ENSG00000164318	EGF like, fibronectin type III and laminin G domains [Source:HGNC Symbol;Acc:HGNC:26810]	5	38258409	38465480	EGFLAM
ENSG00000152670	DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]	5	55738017	55817157	DDX4
ENSG00000244234	germ cell-less 2, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:19717]	5	178184503	178187432	GMCL2
ENSG00000145888	glycine receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4326]	5	151822513	151924842	GLRA1
ENSG00000132911	neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]	5	152391532	152433368	NMUR2
ENSG00000205464	ATPase H+ transporting accessory protein 1 like [Source:HGNC Symbol;Acc:HGNC:28091]	5	82279462	82386977	ATP6AP1L
ENSG00000197451	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	5	178204533	178211163	HNRNPAB
ENSG00000175309	5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]	5	178208471	178232802	PHYKPL
ENSG00000152495	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	5	111223653	111494886	CAMK4
ENSG00000113594	LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]	5	38474668	38608354	LIFR
ENSG00000132912	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]	5	150708440	150759109	DCTN4
ENSG00000164266	serine peptidase inhibitor, Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]	5	147824568	147831786	SPINK1
ENSG00000164265	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]	5	147870682	147882191	SCGB3A2
ENSG00000178776	chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768]	5	147880726	147906538	C5orf46
ENSG00000174695	transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]	5	83052846	83077863	TMEM167A
ENSG00000152422	X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]	5	83077498	83353787	XRCC4
ENSG00000145623	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	5	38845858	38945596	OSMR
ENSG00000164327	RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]	5	38937920	39074399	RICTOR
ENSG00000050767	collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]	5	178237618	178590393	COL23A1
ENSG00000113522	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]	5	132556019	132646349	RAD50
ENSG00000113240	CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659]	5	178602664	178630615	CLK4
ENSG00000044115	catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]	5	138610967	138935034	CTNNA1
ENSG00000169194	interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]	5	132656263	132661110	IL13
ENSG00000113525	interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]	5	132541445	132556838	IL5
ENSG00000145730	peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]	5	102753981	103031105	PAM
ENSG00000125347	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	5	132481609	132490777	IRF1
ENSG00000283782	novel protein	5	132410832	132646079	
ENSG00000164308	endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]	5	96875939	96919716	ERAP2
ENSG00000146006	leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:HGNC:19409]	5	138868921	138875368	LRRTM2
ENSG00000113441	leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]	5	96935394	97037513	LNPEP
ENSG00000155511	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	5	153489615	153813869	GRIA1
ENSG00000285891	uncharacterized LOC102724657 [Source:NCBI gene;Acc:102724657]	5	178694605	178697695	
ENSG00000169131	zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]	5	178711512	178730659	ZNF354A
ENSG00000285978	novel transcript	5	178694605	178729335	
ENSG00000171444	MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]	5	113022099	113488823	MCC
ENSG00000212122	testis specific serine kinase 1B [Source:HGNC Symbol;Acc:HGNC:14968]	5	113432553	113434989	TSSK1B
ENSG00000172795	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]	5	112976702	113022195	DCP2
ENSG00000169045	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]	5	179614178	179634784	HNRNPH1
ENSG00000256235	small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]	5	150777946	150796734	SMIM3
ENSG00000178172	serine peptidase inhibitor, Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]	5	148202794	148215137	SPINK6
ENSG00000204909	serine peptidase inhibitor, Kazal type 9 [Source:HGNC Symbol;Acc:HGNC:32951]	5	148321203	148339852	SPINK9
ENSG00000145908	zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]	5	150894392	150904983	ZNF300
ENSG00000196800	serine peptidase inhibitor, Kazal type 14 (putative) [Source:HGNC Symbol;Acc:HGNC:33825]	5	148169733	148175398	SPINK14
ENSG00000248109	MARCO like [Source:HGNC Symbol;Acc:HGNC:53644]	5	148221650	148243580	MARCOL
ENSG00000214510	serine peptidase inhibitor, Kazal type 13 (putative) [Source:HGNC Symbol;Acc:HGNC:27200]	5	148268180	148286255	SPINK13
ENSG00000171540	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	5	77628712	77639688	OTP
ENSG00000145879	serine peptidase inhibitor, Kazal type 7 (putative) [Source:HGNC Symbol;Acc:HGNC:24643]	5	148312419	148315922	SPINK7
ENSG00000237693	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	5	150846523	150900736	IRGM
ENSG00000133710	serine peptidase inhibitor, Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]	5	148025683	148137289	SPINK5
ENSG00000171530	tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]	5	77691166	77868780	TBCA
ENSG00000082516	gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]	5	154887411	154938211	GEMIN5
ENSG00000112851	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]	5	65926475	66082549	ERBIN
ENSG00000058729	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]	5	97160867	97183247	RIOK2
ENSG00000145721	limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581]	5	97091867	97142753	LIX1
ENSG00000211445	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	5	151020438	151028992	GPX3
ENSG00000132842	adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]	5	78000525	78294755	AP3B1
ENSG00000164509	interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969]	5	55851357	55922854	IL31RA
ENSG00000178338	zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]	5	178859953	178888122	ZNF354B
ENSG00000198939	ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26138]	5	178895898	178933212	ZFP2
ENSG00000127022	calnexin [Source:HGNC Symbol;Acc:HGNC:1473]	5	179678628	179731641	CANX
ENSG00000204659	chibby family member 3 [Source:HGNC Symbol;Acc:HGNC:33278]	5	179678560	179681034	CBY3
ENSG00000039560	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]	5	34656328	34832612	RAI14
ENSG00000174136	repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]	5	98768650	98798643	RGMB
ENSG00000178187	zinc finger protein 454 [Source:HGNC Symbol;Acc:HGNC:21200]	5	178941191	178966433	ZNF454
ENSG00000113262	glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598]	5	178977587	178996206	GRM6
ENSG00000039600	SRY-box transcription factor 30 [Source:HGNC Symbol;Acc:HGNC:30635]	5	157625679	157671480	SOX30
ENSG00000187658	chromosome 5 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:35121]	5	157671533	157680158	C5orf52
ENSG00000113272	tRNA-histidine guanylyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:26053]	5	157731420	157741449	THG1L
ENSG00000234284	zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]	5	179023804	179035064	ZNF879
ENSG00000155858	LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]	5	157743712	157760709	LSM11
ENSG00000085365	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	5	78360611	78480739	SCAMP1
ENSG00000145685	LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]	5	78485215	78770021	LHFPL2
ENSG00000047188	YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]	5	113513694	113595285	YTHDC2
ENSG00000153922	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]	5	98853985	98928957	CHD1
ENSG00000113282	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]	5	157785743	157859175	CLINT1
ENSG00000113273	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]	5	78777209	78986087	ARSB
ENSG00000145692	betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047]	5	79111809	79132288	BHMT
ENSG00000132837	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	5	78997564	79236038	DMGDH
ENSG00000145868	F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]	5	148383935	148442836	FBXO38
ENSG00000132840	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]	5	79069767	79090069	BHMT2
ENSG00000213316	leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]	5	179793980	179796647	LTC4S
ENSG00000161021	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]	5	179732822	179777283	MAML1
ENSG00000164330	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	5	158695916	159099916	EBF1
ENSG00000038427	versican [Source:HGNC Symbol;Acc:HGNC:2464]	5	83471618	83582303	VCAN
ENSG00000205838	tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]	5	34838833	34899456	TTC23L
ENSG00000152409	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]	5	79236131	79327211	JMY
ENSG00000080709	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	5	114055545	114496500	KCNN2
ENSG00000145860	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	5	159157409	159210053	RNF145
ENSG00000152503	tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]	5	115124762	115180546	TRIM36
ENSG00000113460	biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]	5	34915677	34925996	BRIX1
ENSG00000113456	RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]	5	34905260	34918989	RAD1
ENSG00000145681	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]	5	83637805	83720855	HAPLN1
ENSG00000152413	homer scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]	5	79372636	79514134	HOMER1
ENSG00000164332	ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]	5	159263290	159286036	UBLCP1
ENSG00000170214	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]	5	159865080	159973012	ADRA1B
ENSG00000113302	interleukin 12B [Source:HGNC Symbol;Acc:HGNC:5970]	5	159314783	159330887	IL12B
ENSG00000134986	neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]	5	111662621	111997464	NREP
ENSG00000164219	protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]	5	115204012	115262877	PGGT1B
ENSG00000082515	mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]	5	154941073	154969411	MRPL22
ENSG00000113312	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]	5	160009113	160065543	TTC1
ENSG00000170234	PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]	5	160061801	160119450	PWWP2A
ENSG00000161010	MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]	5	179835133	179862173	MRNIP
ENSG00000161013	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]	5	179797597	179806952	MGAT4B
ENSG00000197226	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]	5	179862066	179907859	TBC1D9B
ENSG00000161011	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	5	179806398	179838078	SQSTM1
ENSG00000164176	EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]	5	83940554	84384880	EDIL3
ENSG00000170231	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	5	160187367	160238735	FABP6
ENSG00000168724	DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]	5	34929559	34958964	DNAJC21
ENSG00000164221	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]	5	115267190	115296693	CCDC112
ENSG00000164270	5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]	5	148451032	148677235	HTR4
ENSG00000164211	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]	5	111496033	111512590	STARD4
ENSG00000127184	cytochrome c oxidase subunit 7C [Source:HGNC Symbol;Acc:HGNC:2292]	5	86617928	86620962	COX7C
ENSG00000113492	alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412]	5	34998101	35048135	AGXT2
ENSG00000145780	fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]	5	115520908	115544775	FEM1C
ENSG00000243414	toll like receptor adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:21354]	5	115578650	115602479	TICAM2
ENSG00000134970	transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]	5	115613210	115632992	TMED7
ENSG00000251201	TMED7-TICAM2 readthrough [Source:HGNC Symbol;Acc:HGNC:33945]	5	115578642	115626161	TMED7-TICAM2
ENSG00000129596	cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]	5	115804733	115816659	CDO1
ENSG00000226650	kinesin family member 4B [Source:HGNC Symbol;Acc:HGNC:6322]	5	155013755	155018141	KIF4B
ENSG00000113494	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	5	35048756	35230487	PRLR
ENSG00000145715	RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]	5	87267883	87391931	RASA1
ENSG00000134480	cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]	5	87318416	87412930	CCNH
ENSG00000170624	sarcoglycan delta [Source:HGNC Symbol;Acc:HGNC:10807]	5	155870344	156767788	SGCD
ENSG00000145901	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	5	151029945	151093577	TNIP1
ENSG00000231989	PPP1R2 family member B [Source:HGNC Symbol;Acc:HGNC:16318]	5	156850295	156852528	PPP1R2B
ENSG00000164180	transmembrane protein 161B [Source:HGNC Symbol;Acc:HGNC:28483]	5	88189633	88269476	TMEM161B
ENSG00000081189	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	5	88717117	88904257	MEF2C
ENSG00000145850	T cell immunoglobulin and mucin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25132]	5	156919292	156963226	TIMD4
ENSG00000113249	hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:17866]	5	157029413	157059119	HAVCR1
ENSG00000155868	mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378]	5	157137424	157159019	MED7
ENSG00000113263	IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171]	5	157142933	157255191	ITK
ENSG00000135077	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	5	157085832	157142869	HAVCR2
ENSG00000170613	family with sequence similarity 71 member B [Source:HGNC Symbol;Acc:HGNC:28397]	5	157161846	157166264	FAM71B
ENSG00000112578	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	6	41921499	41933046	BYSL
ENSG00000124641	mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]	6	41905354	41921139	MED20
ENSG00000096088	progastricsin [Source:HGNC Symbol;Acc:HGNC:8890]	6	41736711	41754109	PGC
ENSG00000124593	novel protein	6	41780349	41790141	
ENSG00000164663	ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]	6	41789896	41895361	USP49
ENSG00000137218	fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]	6	41770176	41786542	FRS3
ENSG00000278224	prickle planar cell polarity protein 4 [Source:HGNC Symbol;Acc:HGNC:16805]	6	41780762	41787372	PRICKLE4
ENSG00000214736	translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]	6	41787662	41789898	TOMM6
ENSG00000112561	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]	6	41683978	41736259	TFEB
ENSG00000004809	solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]	6	110424687	110476641	SLC22A16
ENSG00000203797	D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]	6	110391771	110415575	DDO
ENSG00000112559	MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]	6	41636882	41654246	MDFI
ENSG00000030110	BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]	6	33572547	33580293	BAK1
ENSG00000168438	cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]	6	110180141	110254275	CDC40
